date,ticker,close,return_1d,sma_5,sma_20,volatility_20,target_return,target_up,sentiment_mean,headline_count,proba_up,pred_up,position,trade,fee,strategy_return,buyhold_return,equity_strategy,equity_buyhold
2020-01-31,AAPL,74.67839813232422,-0.04433843390665726,76.45467987060547,75.39847984313965,0.017679047794856597,-0.0027465592153528284,0,0.0,0.0,0.2073544355700104,0,0,0.0,0.0,-0.0,-0.0027465592153528284,1.0,0.9972534407846472
2020-02-03,AAPL,74.4732894897461,-0.0027465592153528284,76.44068450927735,75.53395805358886,0.017510837289637392,0.03301372974245509,1,0.0,0.0,0.7197335786483751,1,1,1.0,0.0002,0.03281372974245509,0.03301372974245509,1.0328137297424551,1.030176496363445
2020-02-04,AAPL,76.93193054199219,0.03301372974245509,76.49666442871094,75.76377639770507,0.018807527457795688,0.00815441118280713,1,0.0,0.0,0.7506637810414758,1,1,0.0,0.0,0.00815441118280713,0.00815441118280713,1.0412357175700238,1.038576979105656
2020-02-05,AAPL,77.55926513671875,0.00815441118280713,76.35720520019531,76.04197158813477,0.018740851960099177,0.011696909101926334,1,0.0,0.0,0.7410743566729393,1,1,0.0,0.0,0.011696909101926334,0.011696909101926334,1.0534149571121194,1.0507251196256082
2020-02-06,AAPL,78.46646881103516,0.011696909101926334,76.42187042236328,76.30762023925782,0.018615878691785527,-0.013593028984544842,0,0.0,0.0,0.7410743566729393,1,1,0.0,0.0,-0.013593028984544842,-0.013593028984544842,1.0390958570673412,1.036442582619748
2020-02-07,AAPL,77.39987182617188,-0.013593028984544842,76.9661651611328,76.44224815368652,0.018515434523240015,0.004749848101854859,1,0.0,0.0,0.6496347975875665,1,1,0.0,0.0,0.004749848101854859,0.004749848101854859,1.0440314045516779,1.041365527453486
2020-02-10,AAPL,77.76750946044922,0.004749848101854859,77.62500915527343,76.58681182861328,0.018526096306465987,-0.006033369687838186,0,0.0,0.0,0.7363631885086263,1,1,0.0,0.0,-0.006033369687838186,-0.006033369687838186,1.0377323771223046,1.0350825842461886
2020-02-11,AAPL,77.29830932617188,-0.006033369687838186,77.69828491210937,76.62793159484863,0.018029848727259424,0.023748070895503348,1,0.0,0.0,0.7125316506930226,1,1,0.0,0.0,0.023748070895503348,0.023748070895503348,1.0623765191847643,1.0596637988395678
2020-02-12,AAPL,79.13399505615234,0.023748070895503348,78.01323089599609,76.81247024536133,0.01840658797026393,-0.007121404987210589,0,0.0,0.0,0.7410743566729393,1,1,0.0,0.0,-0.007121404987210589,-0.007121404987210589,1.0548109057427464,1.0521175037777453
2020-02-13,AAPL,78.57044982910156,-0.007121404987210589,78.03402709960938,76.9849967956543,0.018472846153784896,0.0002464463848994569,1,0.0,0.0,0.7125316506930226,1,1,0.0,0.0,0.0002464463848994569,0.0002464463848994569,1.0550708600772192,1.0523767943330407
2020-02-14,AAPL,78.58981323242188,0.0002464463848994569,78.27201538085937,77.11144218444824,0.01832240416105641,-0.018310493311085474,0,0.0,0.0,0.7244584078749442,1,1,0.0,0.0,-0.018310493311085474,-0.018310493311085474,1.035751992151054,1.033107256079664
2020-02-18,AAPL,77.15079498291016,-0.018310493311085474,78.14867248535157,77.12383270263672,0.01871340853781503,0.01448274573096997,1,0.0,0.0,0.635280033245655,1,1,0.0,0.0,0.01448274573096997,0.01448274573096997,1.0507525248937233,1.0480694857822859
2020-02-19,AAPL,78.26815032958984,0.01448274573096997,78.34264068603515,77.21814880371093,0.0188915495164228,-0.010258936676868391,0,0.0,0.0,0.7410743566729393,1,1,0.0,0.0,-0.010258936676868391,-0.010258936676868391,1.039972921277779,1.0373174072946874
2020-02-20,AAPL,77.46520233154297,-0.010258936676868391,78.00888214111328,77.25868492126465,0.019059925775423533,-0.02263491110815863,0,0.0,0.0,0.6981737994061014,1,1,0.0,0.0,-0.02263491110815863,-0.02263491110815863,1.0164332266497644,1.0138378199896265
2020-02-21,AAPL,75.71178436279297,-0.02263491110815863,77.43714904785156,77.19309349060059,0.019724701790169982,-0.04750045220051602,0,0.0,0.0,0.5299959077199294,0,0,1.0,0.0002,-0.0002,-0.04750045220051602,1.0162299400044346,0.9656800650821339
2020-02-24,AAPL,72.11544036865234,-0.04750045220051602,76.14227447509765,76.95878372192382,0.022337842704405135,-0.03387233709414039,0,0.0,0.0,0.20529367683708075,0,0,0.0,0.0,-0.0,-0.03387233709414039,1.0162299400044346,0.9329702243925804
2020-02-25,AAPL,69.67272186279297,-0.03387233709414039,74.64665985107422,76.71525650024414,0.02263710403732856,0.015863527323214388,1,0.0,0.0,0.28174022632692336,0,0,0.0,0.0,0.0,0.015863527323214388,1.0162299400044346,0.9477704230389775
2020-02-26,AAPL,70.7779769897461,0.015863527323214388,73.14862518310547,76.42155380249024,0.021887597091972626,-0.06536771380350848,0,0.0,0.0,0.7389778836542955,1,1,1.0,0.0002,-0.06556771380350848,-0.06536771380350848,0.9495980661396672,0.8858168372743355
2020-02-27,AAPL,66.15138244628906,-0.06536771380350848,70.88586120605468,75.81629486083985,0.025044848174472823,-0.000585311686834844,0,0.0,0.0,0.19826612310053993,0,0,1.0,0.0002,-0.0002,-0.000585311686834844,0.9494081465264393,0.8852983583270837
2020-02-28,AAPL,66.11266326904297,-0.000585311686834844,68.96603698730469,75.21477088928222,0.025057599595342848,0.09310036709861236,1,0.0,0.0,0.7223619348563003,1,1,1.0,0.0002,0.09290036709861235,0.09310036709861236,1.0376085118651588,0.9677199604791341
2020-03-02,AAPL,72.26777648925781,0.09310036709861236,68.99650421142579,75.0942398071289,0.03235633126855492,-0.03175908403064853,0,0.0,0.0,0.8135287487813939,1,1,0.0,0.0,-0.03175908403064853,-0.03175908403064853,1.004655015945917,0.9369860609361415
2020-03-03,AAPL,69.97261810302734,-0.03175908403064853,69.05648345947266,74.86920623779297,0.03307414595336499,0.04638480868512507,1,0.0,0.0,0.28399297357967057,0,0,1.0,0.0002,-0.0002,0.04638480868512507,1.004454084942728,0.9804479801132933
2020-03-04,AAPL,73.2182846069336,0.04638480868512507,69.54454498291015,74.68352394104004,0.03395530538145334,-0.03243704429789429,0,0.0,0.0,0.7557614130202414,1,1,1.0,0.0002,-0.03263704429789429,-0.03243704429789429,0.9716716724772513,0.9486451455505774
2020-03-05,AAPL,70.84329986572266,-0.03243704429789429,70.48292846679688,74.34772567749023,0.03452905212704533,-0.013279955905790675,0,0.0,0.0,0.28174022632692336,0,0,1.0,0.0002,-0.0002,-0.013279955905790675,0.9714773381427558,0.9360471798474234
2020-03-06,AAPL,69.90250396728516,-0.013279955905790675,71.24089660644532,73.91952743530274,0.034384345086115396,-0.0790923768707309,0,0.0,0.0,0.6475383245689226,1,1,1.0,0.0002,-0.0792923768707309,-0.0790923768707309,0.8944465909253659,0.8620129835301461
2020-03-09,AAPL,64.37374877929688,-0.0790923768707309,69.66209106445312,73.26822128295899,0.03813918095638484,0.0720214620372912,1,0.0,0.0,0.19826612310053993,0,0,1.0,0.0002,-0.0002,0.0720214620372912,0.8942677016071808,0.9240964188991146
2020-03-10,AAPL,69.01004028320312,0.0720214620372912,69.46957550048828,72.83034782409668,0.042125782978629525,-0.03473014224871218,0,0.0,0.0,0.8089140534408921,1,1,1.0,0.0002,-0.03493014224871218,-0.03473014224871218,0.8630308035816131,0.8920024188192228
2020-03-11,AAPL,66.61331176757812,-0.03473014224871218,68.1485809326172,72.296097946167,0.042644049482088005,-0.09875480177846196,0,0.0,0.0,0.28174022632692336,0,0,1.0,0.0002,-0.0002,-0.09875480177846196,0.8628581974208968,0.8039128967628218
2020-03-12,AAPL,60.03492736816406,-0.09875480177846196,65.98690643310547,71.34114456176758,0.04667013600648103,0.1198082628596786,1,0.0,0.0,0.19826612310053993,0,0,0.0,0.0,0.0,0.1198082628596786,0.8628581974208968,0.9002283044144677
2020-03-13,AAPL,67.22760772705078,0.1198082628596786,65.4519271850586,70.77400245666504,0.055298561074852454,-0.12864702972437536,0,0.0,0.0,0.8206586083217232,1,1,1.0,0.0002,-0.12884702972437537,-0.12864702972437536,0.7516814816098856,0.7844166069777356
2020-03-16,AAPL,58.578975677490234,-0.12864702972437536,64.29297256469727,69.77346057891846,0.06163869135100437,0.04397007135979014,1,0.0,0.0,0.1990399546412114,0,0,1.0,0.0002,-0.0002,0.04397007135979014,0.7515311453135636,0.8189074611623511
2020-03-17,AAPL,61.15469741821289,0.04397007135979014,62.72190399169922,68.9736557006836,0.06290472641077771,-0.024479929528023803,0,0.0,0.0,0.7542511787200847,1,1,1.0,0.0002,-0.0246799295280238,-0.024479929528023803,0.7329834096091098,0.7988606642231239
2020-03-18,AAPL,59.65763473510742,-0.024479929528023803,61.33076858520508,68.04312992095947,0.06272059803338509,-0.007661860422199962,0,0.0,0.0,0.5081446870220835,0,0,1.0,0.0002,-0.0002,-0.007661860422199962,0.7328368129271879,0.7927399053170603
2020-03-19,AAPL,59.20054626464844,-0.007661860422199962,61.163892364501955,67.12989711761475,0.06272623622642043,-0.06348590005533838,0,0.0,0.0,0.7064249433742218,1,1,1.0,0.0002,-0.06368590005533839,-0.06348590005533838,0.6861654409022343,0.742412098918223
2020-03-20,AAPL,55.44214630126953,-0.06348590005533838,58.806800079345706,66.11641521453858,0.0637650095875326,-0.021243821138356878,0,0.0,0.0,0.1990399546412114,0,0,1.0,0.0002,-0.0002,-0.021243821138356878,0.6860282078140538,0.7266404290778522
2020-03-23,AAPL,54.26434326171875,-0.021243821138356878,57.94387359619141,65.22386035919189,0.06329727070877361,0.10032532700010233,1,0.0,0.0,0.5837411439094394,1,1,1.0,0.0002,0.10012532700010232,0.10032532700010233,0.7547170064527301,0.7995408677365824
2020-03-24,AAPL,59.708431243896484,0.10032532700010233,57.65462036132813,64.72564582824707,0.0678308625747223,-0.0055088077994368545,0,0.0,0.0,0.8162425404552632,1,1,0.0,0.0,-0.0055088077994368545,-0.0055088077994368545,0.7505594155212156,0.7951363507684266
2020-03-25,AAPL,59.37950897216797,-0.0055088077994368545,57.598995208740234,64.15572242736816,0.06764463804493097,0.05262282842161836,1,0.0,0.0,0.7064249433742218,1,1,0.0,0.0,0.05262282842161836,0.05262282842161836,0.7900559748644187,0.8369786745267053
2020-03-26,AAPL,62.50422668457031,0.05262282842161836,58.25973129272461,63.973364639282224,0.06739160985511129,-0.041401985266133146,0,0.0,0.0,0.7542511787200847,1,1,0.0,0.0,-0.041401985266133146,-0.041401985266133146,0.7573460890336616,0.802326095775883
2020-03-27,AAPL,59.91642761230469,-0.041401985266133146,59.15458755493164,63.663552856445314,0.06800410415859723,0.028537763297928453,1,0.0,0.0,0.20816210297234683,0,0,1.0,0.0002,-0.0002,0.028537763297928453,0.7571946198158549,0.8252226879848862
2020-03-30,AAPL,61.62630844116211,0.028537763297928453,60.62698059082031,63.13147945404053,0.06466702769104662,-0.0020406726921818885,0,0.0,0.0,0.7421152132575588,1,1,1.0,0.0002,-0.0022406726921818886,-0.0020406726921818885,0.7554979945085665,0.8235386785805465
2020-03-31,AAPL,61.50054931640625,-0.0020406726921818885,60.98540420532227,62.70787601470947,0.06438335911773717,-0.05261704503163378,0,0.0,0.0,0.7161965281423506,1,1,0.0,0.0,-0.05261704503163378,-0.05261704503163378,0.7157459225102002,0.7802065068443818
2020-04-01,AAPL,58.26457214355469,-0.05261704503163378,60.76241683959961,61.96019039154053,0.06407397497703733,0.0166868451328257,1,0.0,0.0,0.1990399546412114,0,0,1.0,0.0002,-0.0002,0.0166868451328257,0.7156027733256982,0.7932256919957169
2020-04-02,AAPL,59.23682403564453,0.0166868451328257,60.10893630981445,61.37986660003662,0.06408614321011408,-0.01437163145266751,0,0.0,0.0,0.7349676493541389,1,1,1.0,0.0002,-0.014571631452667511,-0.01437163145266751,0.7051752734462894,0.7818257446915673
2020-04-03,AAPL,58.385494232177734,-0.01437163145266751,59.80274963378906,60.80401611328125,0.06409228422453489,0.08723727503620116,1,0.0,0.0,0.6411271556294983,1,1,0.0,0.0,0.08723727503620116,0.08723727503620116,0.7666928427246517,0.8500300922116083
2020-04-06,AAPL,63.478885650634766,0.08723727503620116,60.173265075683595,60.75927295684814,0.06503024715413093,-0.01158220831941903,0,0.0,0.0,0.8120185144812373,1,1,0.0,0.0,-0.01158220831941903,-0.01158220831941903,0.7578128465032071,0.8401848666058385
2020-04-07,AAPL,62.74365997314453,-0.01158220831941903,60.42188720703125,60.445953941345216,0.06289795447427478,0.025594797236408784,1,0.0,0.0,0.6826888448282254,1,1,0.0,0.0,0.025594797236408784,0.025594797236408784,0.7772089126526025,0.8616892279077141
2020-04-08,AAPL,64.34957122802734,0.025594797236408784,61.63888702392578,60.332766914367674,0.06273576362193384,0.007216139282490763,1,0.0,0.0,0.7349676493541389,1,1,0.0,0.0,0.007216139282490763,0.007216139282490763,0.7828173604178968,0.8679072973945181
2020-04-09,AAPL,64.81392669677734,0.007216139282490763,62.75430755615234,60.57171688079834,0.05825811707860132,0.019627697273701505,1,0.0,0.0,0.7372261829740233,1,1,0.0,0.0,0.019627697273701505,0.019627697273701505,0.7981822625887774,0.8849423190894141
2020-04-13,AAPL,66.08607482910156,0.019627697273701505,64.2944236755371,60.51464023590088,0.05186375210518317,0.0505028033831314,1,0.0,0.0,0.7372261829740233,1,1,0.0,0.0,0.0505028033831314,0.0505028033831314,0.8384927044602014,0.9296343870357991
2020-04-14,AAPL,69.4236068725586,0.0505028033831314,65.48336791992188,61.056871795654295,0.04313114245538208,-0.009127103922626056,0,0.0,0.0,0.7557614130202414,1,1,0.0,0.0,-0.009127103922626056,-0.009127103922626056,0.8308396944082294,0.9211495173752766
2020-04-15,AAPL,68.78997039794922,-0.009127103922626056,66.69263000488282,61.438635444641115,0.04252084802405238,0.007945708943408736,1,0.0,0.0,0.6960773263874575,1,1,0.0,0.0,0.007945708943408736,0.007945708943408736,0.8374413047986278,0.928468703333702
2020-04-16,AAPL,69.33655548095703,0.007945708943408736,67.69002685546874,61.92258148193359,0.0418811146472187,-0.013568871140122951,0,0.0,0.0,0.7389778836542955,1,1,0.0,0.0,-0.013568871140122951,-0.013568871140122951,0.8260781716463987,0.91587043114053
2020-04-17,AAPL,68.39573669433594,-0.013568871140122951,68.40638885498046,62.38234100341797,0.042020666234044685,-0.02075670463679702,0,0.0,0.0,0.6475383245689226,1,1,0.0,0.0,-0.02075670463679702,-0.02075670463679702,0.8089315110306291,0.8968599791157701
2020-04-20,AAPL,66.97606658935547,-0.02075670463679702,68.58438720703126,62.95903701782227,0.039181528685929994,-0.030910317226254924,0,0.0,0.0,0.6103866815279126,1,1,0.0,0.0,-0.030910317226254924,-0.030910317226254924,0.7839271814103587,0.8691377526537692
2020-04-21,AAPL,64.90581512451172,-0.030910317226254924,67.68082885742187,63.49111061096191,0.03964672918854332,0.028803614763025065,1,0.0,0.0,0.30189189740946565,0,0,1.0,0.0002,-0.0002,0.028803614763025065,0.7837703959740766,0.8941720616572097
