date,ticker,close,return_1d,sma_5,sma_20,volatility_20,target_return,target_up,sentiment_mean,headline_count,proba_up,pred_up,position,trade,fee,strategy_return,buyhold_return,equity_strategy,equity_buyhold
2020-01-31,AAPL,74.67837524414062,-0.04433882011200718,76.45467681884766,75.39848175048829,0.017679139197151167,-0.0027461514036634105,0,0.0,0.0,0.2073544355700104,0,0,0.0,0.0,-0.0,-0.0027461514036634105,1.0,0.9972538485963366
2020-02-03,AAPL,74.47329711914062,-0.0027461514036634105,76.44068298339843,75.53396110534668,0.017510916618974155,0.03301372636037336,1,0.0,0.0,0.7197335786483751,1,1,1.0,0.0002,0.032813726360373364,0.03301372636037336,1.0328137263603734,1.0301769142657253
2020-02-04,AAPL,76.93193817138672,0.03301372636037336,76.49666290283203,75.76377983093262,0.018807597006125987,0.008154112862013951,1,0.0,0.0,0.7506637810414758,1,1,0.0,0.0,0.008154112862013951,0.008154112862013951,1.041235406050553,1.0385770930924894
2020-02-05,AAPL,77.55924987792969,0.008154112862013951,76.3572021484375,76.0419734954834,0.018740923057250693,0.011697206508932023,1,0.0,0.0,0.7410743566729393,1,1,0.0,0.0,0.011697206508932023,0.011697206508932023,1.0534149516195381,1.0507255438258385
2020-02-06,AAPL,78.46647644042969,0.011697206508932023,76.42186737060547,76.30762176513672,0.01861595689090461,-0.013592833200353427,0,0.0,0.0,0.7410743566729393,1,1,0.0,0.0,-0.013592833200353427,-0.013592833200353427,1.0390960578914155,1.0364432067692633
2020-02-07,AAPL,77.39989471435547,-0.013592833200353427,76.96617126464844,76.44224967956544,0.018515498613428452,0.004749649555015445,1,0.0,0.0,0.6496347975875665,1,1,0.0,0.0,0.004749649555015445,0.004749649555015445,1.0440314000203976,1.0413659487850937
2020-02-10,AAPL,77.76751708984375,0.004749649555015445,77.62501525878906,76.58681449890136,0.018526159129650353,-0.006033074780460224,0,0.0,0.0,0.736363188508626,1,1,0.0,0.0,-0.006033074780460224,-0.006033074780460224,1.037732680510926,1.0350833101422483
2020-02-11,AAPL,77.29833984375,-0.006033074780460224,77.69829559326172,76.62793617248535,0.01802990238173633,0.023747765417827305,1,0.0,0.0,0.7125316506930224,1,1,0.0,0.0,0.023747765417827305,0.023747765417827305,1.0623765127741125,1.0596642257794147
2020-02-12,AAPL,79.13400268554688,0.023747765417827305,78.01324615478515,76.81247482299804,0.018406628372467055,-0.007121597122784928,0,0.0,0.0,0.7410743566729393,1,1,0.0,0.0,-0.007121597122784928,-0.007121597122784928,1.054810695257426,1.0521177240779858
2020-02-13,AAPL,78.57044219970703,-0.007121597122784928,78.03403930664062,76.9850009918213,0.01847288971252691,0.00024654351143404973,1,0.0,0.0,0.7125316506930224,1,1,0.0,0.0,0.00024654351143404973,0.00024654351143404973,1.055070751990133,1.052377116876122
